t_values,ir_values,red_values
138.644556,41764.0,58771.0
138.657448,41771.0,58786.0
138.668464,41768.0,58793.0
138.682004,41768.0,58805.0
138.694884,41775.0,58820.0
138.7059,41774.0,58842.0
138.71966,41793.0,58860.0
138.73068,41787.0,58865.0
138.744212,41800.0,58878.0
138.757104,41799.0,58887.0
138.768116,41795.0,58879.0
138.78166,41792.0,58906.0
138.794552,41783.0,58928.0
138.805564,41806.0,58916.0
138.8191,41815.0,58954.0
138.831984,41810.0,58953.0
138.843004,41798.0,58959.0
138.856752,41802.0,58980.0
138.867764,41799.0,58979.0
138.881304,41822.0,58988.0
138.894184,41823.0,59011.0
138.905196,41827.0,59035.0
138.918736,41818.0,59047.0
138.931616,41834.0,59058.0
138.942636,41831.0,59092.0
138.956164,41841.0,59063.0
138.969048,41813.0,59049.0
138.980064,41822.0,59033.0
138.993812,41794.0,58971.0
139.004828,41796.0,58954.0
139.018364,41774.0,58859.0
139.031248,41730.0,58817.0
139.042268,41762.0,58804.0
139.055796,41709.0,58697.0
139.068692,41702.0,58666.0
139.079708,41685.0,58652.0
139.093224,41686.0,58602.0
139.10612,41672.0,58588.0
139.117136,41703.0,58577.0
139.130868,41662.0,58541.0
139.141884,41657.0,58564.0
139.155416,41671.0,58539.0
139.168296,41664.0,58524.0
139.179316,41663.0,58536.0
139.19284,41653.0,58516.0
139.205728,41661.0,58546.0
139.216744,41668.0,58534.0
139.230276,41672.0,58567.0
139.24318,41681.0,58563.0
139.254192,41678.0,58547.0
139.267928,41694.0,58577.0
139.27894,41681.0,58577.0
139.292468,41672.0,58578.0
139.305364,41673.0,58580.0
139.316376,41667.0,58573.0
139.3299,41668.0,58577.0
139.342792,41676.0,58577.0
139.353804,41688.0,58552.0
139.36734,41674.0,58563.0
139.380232,41664.0,58562.0
139.391248,41665.0,58572.0
139.404988,41675.0,58578.0
139.416004,41686.0,58584.0
139.429528,41686.0,58577.0
139.442424,41670.0,58578.0
139.453444,41693.0,58594.0
139.466956,41688.0,58618.0
139.479852,41696.0,58623.0
139.490864,41698.0,58611.0
139.5044,41688.0,58632.0
139.517292,41694.0,58650.0
139.528308,41695.0,58657.0
139.54206,41689.0,58671.0
139.553076,41703.0,58680.0
139.566592,41715.0,58683.0
139.579484,41700.0,58681.0
139.5905,41709.0,58707.0
139.60404,41718.0,58727.0
139.616936,41723.0,58727.0
139.627952,41718.0,58742.0
139.641484,41723.0,58761.0
139.654368,41717.0,58766.0
139.66538,41712.0,58749.0
139.679136,41738.0,58767.0
139.690148,41735.0,58770.0
139.703688,41732.0,58803.0
139.71658,41736.0,58797.0
139.727592,41749.0,58800.0
139.74114,41736.0,58824.0
139.754024,41756.0,58831.0
139.76504,41752.0,58820.0
139.778784,41747.0,58831.0
139.7898,41760.0,58866.0
139.803332,41753.0,58867.0
139.816224,41753.0,58880.0
139.82724,41746.0,58876.0
139.840776,41767.0,58891.0
139.85366,41744.0,58895.0
139.864672,41758.0,58903.0
139.878208,41761.0,58912.0
139.8911,41773.0,58931.0
139.90212,41757.0,58908.0
139.915868,41777.0,58947.0
139.92688,41778.0,58946.0
139.94042,41760.0,58958.0
139.9533,41776.0,58970.0
139.96432,41768.0,58974.0
139.977856,41783.0,58986.0
139.990748,41787.0,58986.0
140.001764,41787.0,58995.0
140.015292,41773.0,58990.0
140.028184,41757.0,58969.0
140.0392,41764.0,58962.0
140.052932,41737.0,58854.0
140.063952,41721.0,58847.0
140.077488,41685.0,58746.0
140.090372,41669.0,58665.0
140.10138,41664.0,58662.0
140.114916,41652.0,58577.0
140.127808,41629.0,58552.0
140.138824,41626.0,58544.0
140.152344,41624.0,58502.0
140.165232,41622.0,58482.0
140.176244,41623.0,58466.0
140.189972,41615.0,58462.0
140.200988,41618.0,58454.0
140.21452,41611.0,58439.0
140.227408,41606.0,58452.0
140.238424,41604.0,58448.0
140.25194,41615.0,58447.0
140.26484,41609.0,58456.0
140.275852,41602.0,58460.0
140.289372,41631.0,58467.0
140.302264,41624.0,58483.0
140.31328,41618.0,58455.0
140.326808,41602.0,58477.0
140.339704,41623.0,58478.0
140.35072,41624.0,58460.0
140.364464,41603.0,58473.0
140.375484,41599.0,58471.0
140.389008,41623.0,58477.0
140.401904,41598.0,58474.0
140.41292,41624.0,58449.0
140.42644,41608.0,58445.0
140.439336,41621.0,58473.0
140.450348,41623.0,58467.0
140.46388,41603.0,58475.0
140.47678,41609.0,58455.0
140.4878,41614.0,58469.0
140.501548,41614.0,58477.0
140.512568,41620.0,58473.0
140.526088,41638.0,58483.0
140.53898,41617.0,58494.0
140.55,41623.0,58519.0
140.563536,41636.0,58521.0
140.576432,41613.0,58513.0
140.587444,41635.0,58515.0
140.6012,41631.0,58551.0
140.61222,41641.0,58536.0
140.62574,41633.0,58553.0
140.638636,41646.0,58563.0
140.649652,41642.0,58563.0
140.663188,41659.0,58582.0
140.67608,41644.0,58608.0
140.687096,41641.0,58596.0
140.700636,41658.0,58613.0
140.713536,41660.0,58627.0
140.724552,41667.0,58639.0
140.7383,41663.0,58626.0
140.749316,41680.0,58640.0
140.762844,41691.0,58650.0
140.775744,41671.0,58677.0
140.786764,41669.0,58649.0
140.800304,41671.0,58671.0
140.813184,41671.0,58683.0
140.8242,41682.0,58677.0
140.837736,41694.0,58695.0
140.850624,41703.0,58708.0
140.86164,41691.0,58722.0
140.87538,41670.0,58733.0
140.886396,41690.0,58732.0
140.899936,41700.0,58742.0
140.91282,41696.0,58751.0
140.923828,41700.0,58777.0
140.937368,41708.0,58789.0
140.950264,41723.0,58798.0
140.96128,41704.0,58802.0
140.975024,41711.0,58812.0
140.986036,41700.0,58796.0
140.999576,41711.0,58785.0
141.01246,41699.0,58749.0
141.023476,41680.0,58761.0
141.037024,41656.0,58636.0
141.049908,41645.0,58564.0
141.060924,41637.0,58561.0
141.074468,41592.0,58422.0
141.087356,41569.0,58371.0
141.098372,41573.0,58340.0
141.112104,41537.0,58264.0
141.12312,41542.0,58264.0
141.136656,41516.0,58183.0
141.149552,41506.0,58137.0
141.160568,41507.0,58144.0
141.174104,41522.0,58090.0
141.186984,41499.0,58079.0
141.198,41500.0,58072.0
141.21152,41495.0,58068.0
141.224408,41489.0,58057.0
141.23542,41486.0,58072.0
141.249152,41487.0,58041.0
141.260164,41488.0,58058.0
141.273692,41504.0,58059.0
141.286576,41489.0,58063.0
141.297592,41497.0,58058.0
141.311112,41483.0,58064.0
141.324004,41495.0,58050.0
141.335016,41486.0,58056.0
141.348544,41486.0,58054.0
141.361444,41487.0,58066.0
141.37246,41474.0,58051.0
141.38598,41472.0,58036.0
141.398876,41486.0,58033.0
141.409896,41494.0,58010.0
141.423648,41485.0,58022.0
141.434664,41479.0,58021.0
141.448204,41480.0,58031.0
141.461092,41474.0,58040.0
141.472112,41487.0,58032.0
141.485632,41481.0,58037.0
141.498524,41479.0,58048.0
141.50954,41500.0,58046.0
141.523076,41500.0,58076.0
141.535968,41501.0,58064.0
141.546988,41510.0,58078.0
141.560744,41510.0,58112.0
141.571764,41515.0,58105.0
141.585292,41519.0,58121.0
141.598188,41518.0,58119.0
141.609204,41525.0,58121.0
141.622748,41515.0,58159.0
141.63564,41518.0,58142.0
141.646656,41511.0,58159.0
141.660408,41521.0,58155.0
141.67142,41533.0,58171.0
141.684944,41533.0,58187.0
141.697836,41528.0,58189.0
141.708852,41515.0,58187.0
141.722384,41530.0,58188.0
141.73528,41537.0,58201.0
141.746292,41552.0,58221.0
141.75984,41539.0,58232.0
141.772728,41539.0,58230.0
141.783744,41533.0,58241.0
141.797504,41568.0,58256.0
141.808524,41546.0,58250.0
141.822068,41569.0,58278.0
141.83496,41568.0,58275.0
141.845972,41564.0,58286.0
141.859512,41573.0,58304.0
141.872396,41574.0,58314.0
141.883416,41582.0,58324.0
141.897164,41586.0,58332.0
141.90818,41573.0,58348.0
141.921716,41586.0,58364.0
141.934612,41589.0,58382.0
141.945628,41581.0,58373.0
141.959184,41607.0,58398.0
141.97206,41596.0,58380.0
141.983076,41606.0,58398.0
141.996828,41610.0,58411.0
142.00784,41615.0,58411.0
142.021376,41609.0,58436.0
142.034268,41599.0,58404.0
142.045284,41606.0,58406.0
142.058816,41582.0,58313.0
142.071704,41553.0,58258.0
142.082724,41549.0,58236.0
142.096256,41494.0,58118.0
142.109148,41501.0,58021.0
142.120164,41488.0,58011.0
142.133912,41457.0,57895.0
142.144924,41456.0,57907.0
142.158464,41432.0,57826.0
142.171348,41422.0,57788.0
142.182364,41409.0,57784.0
142.195904,41397.0,57748.0
142.208796,41407.0,57728.0
142.219808,41406.0,57733.0
142.23334,41399.0,57720.0
142.246228,41397.0,57692.0
142.257248,41387.0,57715.0
142.270988,41414.0,57731.0
142.282008,41390.0,57738.0
142.29554,41427.0,57754.0
142.308432,41421.0,57768.0
142.319448,41430.0,57778.0
142.33298,41416.0,57769.0
142.345868,41424.0,57776.0
142.356888,41421.0,57772.0
142.370616,41421.0,57771.0
142.381632,41433.0,57761.0
142.39516,41417.0,57768.0
142.40806,41431.0,57754.0
142.419072,41407.0,57725.0
142.4326,41412.0,57741.0
142.44548,41423.0,57751.0
142.456496,41432.0,57734.0
142.47002,41423.0,57747.0
142.482912,41432.0,57764.0
142.493928,41419.0,57748.0
142.507456,41417.0,57775.0
142.520356,41425.0,57760.0
142.531372,41429.0,57775.0
142.545116,41445.0,57794.0
142.556132,41461.0,57775.0
142.56966,41440.0,57813.0
142.582548,41441.0,57818.0
142.593568,41441.0,57825.0
142.607088,41438.0,57851.0
142.619996,41465.0,57853.0
142.631016,41467.0,57867.0
142.644752,41464.0,57868.0
142.655764,41476.0,57878.0
142.669284,41475.0,57893.0
142.682176,41467.0,57919.0
142.693196,41493.0,57906.0
142.706724,41483.0,57933.0
142.71962,41476.0,57931.0
142.73064,41503.0,57958.0
142.74416,41487.0,57956.0
142.75706,41492.0,58001.0
142.768076,41482.0,57984.0
142.781824,41499.0,57988.0
142.79284,41520.0,58006.0
142.80636,41514.0,58021.0
142.81926,41517.0,58030.0
142.830276,41520.0,58039.0
142.843812,41516.0,58047.0
142.856712,41511.0,58059.0
142.867728,41514.0,58073.0
142.88126,41514.0,58101.0
142.894152,41561.0,58120.0
142.905168,41543.0,58097.0
142.91892,41533.0,58126.0
142.929936,41550.0,58121.0
142.94346,41538.0,58156.0
142.956364,41556.0,58161.0
142.96738,41573.0,58170.0
142.980912,41584.0,58212.0
142.993812,41568.0,58219.0
143.004832,41566.0,58209.0
143.018584,41559.0,58226.0
143.0296,41574.0,58211.0
143.043124,41528.0,58139.0
143.056024,41530.0,58085.0
143.06704,41522.0,58057.0
143.080584,41484.0,57927.0
143.093472,41483.0,57897.0
143.104488,41482.0,57887.0
143.118028,41446.0,57811.0
143.130916,41434.0,57773.0
143.141936,41445.0,57780.0
143.155692,41433.0,57727.0
143.166708,41434.0,57717.0
143.180256,41430.0,57730.0
143.193148,41434.0,57740.0
143.204164,41430.0,57734.0
143.217708,41424.0,57734.0
143.230588,41443.0,57749.0
143.241604,41426.0,57748.0
143.255348,41468.0,57778.0
143.266368,41454.0,57790.0
143.2799,41479.0,57818.0
143.2928,41465.0,57825.0
143.303816,41468.0,57831.0
143.317356,41482.0,57847.0
143.33024,41470.0,57850.0
143.341256,41474.0,57844.0
143.3548,41483.0,57868.0
143.367684,41455.0,57853.0
143.378696,41481.0,57867.0
143.39244,41478.0,57837.0
143.403452,41477.0,57850.0
143.416992,41480.0,57860.0
143.429876,41475.0,57878.0
143.440892,41484.0,57870.0
143.454432,41496.0,57898.0
143.46732,41502.0,57919.0
143.478336,41508.0,57939.0
143.492072,41506.0,57927.0
143.503088,41514.0,57957.0
143.516628,41513.0,57972.0
143.529508,41520.0,57976.0
143.540524,41530.0,57990.0
143.554056,41537.0,58013.0
143.566936,41550.0,58056.0
143.577952,41550.0,58034.0
143.591484,41546.0,58057.0
143.60438,41554.0,58095.0
143.6154,41549.0,58072.0
143.629136,41570.0,58132.0
143.640156,41569.0,58135.0
143.653688,41579.0,58162.0
143.666584,41569.0,58172.0
143.6776,41583.0,58172.0
143.691128,41595.0,58172.0
143.704016,41593.0,58183.0
143.715032,41591.0,58205.0
143.72856,41602.0,58215.0
143.741452,41575.0,58218.0
143.752468,41594.0,58214.0
143.765992,41592.0,58226.0
143.778884,41614.0,58258.0
143.7899,41606.0,58240.0
143.803632,41599.0,58246.0
143.814652,41600.0,58250.0
143.828172,41618.0,58288.0
143.841064,41598.0,58287.0
143.852084,41619.0,58284.0
143.8656,41613.0,58316.0
143.878504,41610.0,58323.0
143.889516,41624.0,58308.0
143.903044,41639.0,58321.0
143.915936,41628.0,58340.0
143.926952,41634.0,58344.0
143.940704,41609.0,58305.0
143.95172,41620.0,58305.0
143.965252,41599.0,58223.0
143.978152,41562.0,58153.0
143.989168,41579.0,58169.0
144.002704,41535.0,58034.0
144.015596,41526.0,57958.0
144.026612,41523.0,57972.0
144.040152,41488.0,57888.0
144.05304,41489.0,57836.0
144.06406,41484.0,57855.0
144.077812,41472.0,57803.0
144.088828,41472.0,57802.0
144.10236,41452.0,57788.0
144.115248,41464.0,57774.0
144.126264,41478.0,57780.0
144.139808,41488.0,57771.0
144.152692,41472.0,57784.0
144.163712,41473.0,57796.0
144.177464,41470.0,57811.0
144.188484,41495.0,57810.0
144.202016,41494.0,57828.0
144.214908,41526.0,57870.0
144.225924,41498.0,57868.0
144.23946,41521.0,57870.0
144.252344,41521.0,57888.0
144.26336,41514.0,57871.0
144.276896,41520.0,57876.0
144.28978,41500.0,57875.0
144.300796,41506.0,57866.0
144.314556,41505.0,57868.0
144.325572,41494.0,57883.0
144.339108,41508.0,57882.0
144.352,41522.0,57892.0
144.363016,41513.0,57874.0
144.376548,41524.0,57906.0
144.389436,41527.0,57911.0
144.400448,41515.0,57922.0
144.4142,41520.0,57926.0
144.425216,41524.0,57932.0
144.438756,41533.0,57956.0
144.45164,41523.0,57945.0
144.462656,41534.0,57967.0
144.476204,41536.0,57988.0
144.489084,41554.0,58005.0
144.5001,41565.0,58005.0
144.513628,41561.0,58024.0
144.526512,41556.0,58041.0
144.537528,41550.0,58036.0
144.551268,41577.0,58055.0
144.562284,41578.0,58079.0
144.57582,41580.0,58085.0
144.588704,41585.0,58104.0
144.599724,41573.0,58108.0
144.613252,41578.0,58105.0
144.626144,41578.0,58131.0
144.637164,41572.0,58147.0
144.650692,41579.0,58154.0
144.663576,41595.0,58166.0
144.674596,41598.0,58185.0
144.688136,41602.0,58204.0
144.70102,41631.0,58194.0
144.712036,41604.0,58207.0
144.725768,41627.0,58224.0
144.73678,41614.0,58247.0
144.750304,41616.0,58269.0
144.763192,41607.0,58278.0
144.774204,41637.0,58284.0
144.787736,41639.0,58294.0
144.800624,41620.0,58305.0
144.811636,41639.0,58310.0
144.825156,41630.0,58334.0
144.838048,41631.0,58345.0
144.849064,41644.0,58349.0
144.862804,41642.0,58370.0
144.87382,41646.0,58357.0
144.88734,41655.0,58390.0
144.900228,41666.0,58411.0
144.911244,41670.0,58407.0
144.924772,41671.0,58418.0
144.937664,41661.0,58438.0
144.94868,41679.0,58445.0
144.962204,41662.0,58417.0
144.975096,41647.0,58398.0
144.986108,41653.0,58409.0
144.999644,41625.0,58295.0
145.012524,41603.0,58237.0
145.023536,41600.0,58212.0
145.037288,41541.0,58078.0
145.048308,41560.0,58054.0
145.06184,41531.0,57974.0
145.074732,41515.0,57928.0
145.085748,41507.0,57916.0
145.099284,41489.0,57884.0
145.112176,41493.0,57830.0
145.123192,41493.0,57836.0
145.136736,41469.0,57800.0
145.149616,41496.0,57817.0
145.160632,41479.0,57817.0
145.174388,41477.0,57784.0
145.1854,41479.0,57801.0
145.19894,41506.0,57806.0
145.211824,41504.0,57845.0
145.222844,41492.0,57822.0
145.236384,41485.0,57844.0
145.249272,41512.0,57895.0
145.260288,41505.0,57877.0
145.27404,41517.0,57896.0
145.28506,41528.0,57883.0
145.2986,41511.0,57891.0
145.311496,41520.0,57918.0
145.322512,41512.0,57902.0
145.336052,41506.0,57909.0
145.348948,41508.0,57894.0
145.359964,41536.0,57899.0
145.37372,41530.0,57922.0
145.384736,41517.0,57921.0
145.398272,41523.0,57931.0
145.41116,41525.0,57923.0
145.422176,41536.0,57939.0
145.435724,41526.0,57945.0
145.448612,41549.0,57971.0
145.459628,41545.0,57966.0
145.47316,41548.0,57995.0
145.48604,41565.0,58011.0
145.49706,41542.0,57993.0
145.510804,41550.0,58018.0
145.52182,41562.0,58042.0
145.53536,41567.0,58058.0
145.548248,41567.0,58071.0
145.55926,41570.0,58069.0
145.572796,41574.0,58091.0
145.58568,41581.0,58106.0
145.596696,41582.0,58100.0
145.610228,41594.0,58147.0
145.62312,41587.0,58131.0
145.634132,41575.0,58140.0
145.647864,41600.0,58146.0
145.658888,41603.0,58155.0
145.672408,41602.0,58169.0
145.685288,41592.0,58170.0
145.696308,41600.0,58179.0
145.709828,41586.0,58181.0
145.72272,41583.0,58204.0
145.733732,41618.0,58194.0
145.74726,41603.0,58237.0
145.76014,41617.0,58245.0
145.771156,41606.0,58227.0
145.784672,41609.0,58263.0
145.797568,41621.0,58251.0
145.808584,41600.0,58234.0
145.822316,41610.0,58273.0
145.833336,41640.0,58271.0
145.846852,41632.0,58298.0
145.85974,41623.0,58315.0
145.870756,41644.0,58296.0
145.88428,41643.0,58327.0
145.897176,41649.0,58330.0
145.908192,41634.0,58357.0
145.921716,41646.0,58362.0
145.93462,41648.0,58365.0
145.945636,41662.0,58390.0
145.959164,41658.0,58380.0
145.972064,41653.0,58397.0
145.983076,41654.0,58403.0
145.996836,41658.0,58413.0
146.007848,41643.0,58421.0
146.021384,41657.0,58445.0
146.034272,41666.0,58429.0
146.045284,41666.0,58458.0
146.058824,41662.0,58447.0
146.071708,41657.0,58430.0
146.082728,41657.0,58436.0
146.096472,41635.0,58358.0
146.107488,41622.0,58362.0
146.121016,41605.0,58250.0
146.133904,41583.0,58161.0
146.144924,41575.0,58166.0
146.158456,41533.0,58033.0
146.17136,41534.0,57993.0
146.182376,41520.0,57985.0
146.195924,41503.0,57917.0
146.208816,41513.0,57900.0
146.219832,41492.0,57896.0
146.233596,41487.0,57876.0
146.244624,41488.0,57866.0
146.258148,41480.0,57847.0
146.271036,41478.0,57858.0
146.282056,41511.0,57869.0
146.295592,41484.0,57863.0
146.308488,41485.0,57877.0
146.319508,41493.0,57870.0
146.33326,41496.0,57875.0
146.344276,41501.0,57882.0
146.357812,41491.0,57898.0
146.370712,41502.0,57918.0
146.381728,41485.0,57908.0
146.395272,41505.0,57905.0
146.408156,41512.0,57869.0
146.419172,41498.0,57899.0
146.432924,41484.0,57862.0
146.44394,41496.0,57881.0
146.457472,41480.0,57862.0
146.470368,41462.0,57838.0
146.481384,41488.0,57847.0
146.494932,41471.0,57818.0
146.507824,41460.0,57807.0
146.51884,41464.0,57815.0
146.532392,41453.0,57780.0
146.545276,41459.0,57773.0
146.556292,41456.0,57774.0
146.570032,41436.0,57779.0
146.581048,41444.0,57751.0
146.594584,41431.0,57751.0
146.607484,41436.0,57762.0
146.6185,41428.0,57779.0
146.632032,41454.0,57772.0
146.644916,41446.0,57790.0
146.655936,41454.0,57795.0
146.669696,41470.0,57821.0
146.680712,41462.0,57824.0
146.694256,41455.0,57861.0
146.70714,41475.0,57875.0
146.71816,41454.0,57875.0
146.7317,41475.0,57919.0
146.7446,41504.0,57959.0
146.755616,41490.0,57956.0
146.769352,41498.0,57977.0
146.780368,41522.0,57999.0
146.793912,41520.0,58036.0
146.806804,41542.0,58037.0
146.817816,41536.0,58044.0
146.831364,41533.0,58075.0
146.84424,41545.0,58100.0
146.855256,41555.0,58118.0
146.86878,41561.0,58142.0
146.881664,41570.0,58159.0
146.89268,41574.0,58156.0
146.906216,41580.0,58204.0
146.919104,41605.0,58213.0
146.93012,41575.0,58248.0
146.943848,41593.0,58264.0
146.954868,41607.0,58249.0
146.968384,41607.0,58301.0
146.981276,41625.0,58330.0
146.992292,41653.0,58342.0
147.00582,41636.0,58394.0
147.018712,41648.0,58419.0
147.029732,41650.0,58400.0
147.043256,41653.0,58458.0
147.056144,41652.0,58459.0
147.067164,41665.0,58469.0
147.080896,41647.0,58458.0
147.091908,41654.0,58442.0
147.105436,41643.0,58360.0
147.118324,41615.0,58308.0
147.12934,41614.0,58280.0
147.142856,41570.0,58170.0
147.155752,41564.0,58088.0
147.166768,41551.0,58096.0
147.180292,41536.0,58029.0
147.193188,41538.0,57998.0
147.204208,41534.0,57996.0
147.217736,41542.0,57999.0
147.230624,41554.0,57999.0
147.24164,41558.0,58008.0
147.255392,41562.0,58026.0
147.266412,41565.0,58027.0
147.27994,41559.0,58053.0
147.292844,41573.0,58056.0
147.30386,41577.0,58046.0
147.317392,41585.0,58110.0
147.330284,41589.0,58132.0
147.3413,41603.0,58133.0
147.355056,41595.0,58175.0
147.366072,41615.0,58167.0
147.379592,41578.0,58169.0
147.392484,41592.0,58151.0
147.4035,41583.0,58153.0
147.417044,41577.0,58106.0
147.42994,41577.0,58087.0
147.44096,41562.0,58073.0
147.454496,41550.0,58046.0
147.467384,41544.0,57997.0
147.478396,41531.0,57979.0
147.492156,41514.0,57941.0
147.503168,41491.0,57931.0
147.516708,41498.0,57895.0
147.5296,41481.0,57869.0
147.540612,41482.0,57858.0
147.554148,41467.0,57824.0
147.567032,41488.0,57833.0
147.578052,41465.0,57816.0
147.591588,41448.0,57813.0
147.604472,41474.0,57817.0
147.615484,41460.0,57804.0
147.629232,41460.0,57809.0
147.640248,41476.0,57817.0
147.653784,41475.0,57843.0
147.666676,41487.0,57861.0
147.677688,41482.0,57854.0
147.691232,41484.0,57930.0
147.70412,41503.0,57954.0
147.715136,41516.0,57952.0
147.728884,41508.0,57985.0
147.7399,41516.0,58004.0
147.75344,41529.0,58020.0
147.766328,41509.0,58027.0
147.777344,41525.0,58019.0
147.790892,41522.0,58019.0
147.803772,41524.0,58033.0
147.814788,41533.0,58029.0
147.828312,41526.0,58064.0
147.8412,41522.0,58039.0
147.852216,41533.0,58048.0
147.865952,41533.0,58086.0
147.876968,41541.0,58095.0
147.8905,41549.0,58116.0
147.903388,41538.0,58123.0
147.914404,41537.0,58121.0
147.927932,41552.0,58137.0
147.940816,41548.0,58161.0
147.951836,41552.0,58148.0
147.965364,41554.0,58175.0
147.97826,41554.0,58168.0
147.989272,41550.0,58193.0
148.0028,41566.0,58198.0
148.015696,41575.0,58189.0
148.026712,41573.0,58191.0
148.040444,41566.0,58232.0
148.05146,41556.0,58244.0
148.06498,41576.0,58271.0
148.077872,41575.0,58263.0
148.088884,41570.0,58248.0
148.102412,41559.0,58212.0
148.115304,41528.0,58172.0
148.12632,41550.0,58178.0
148.139836,41522.0,58069.0
148.15274,41503.0,58004.0
148.163752,41494.0,57992.0
148.177496,41482.0,57897.0
148.188512,41470.0,57900.0
148.202036,41436.0,57836.0
148.214928,41440.0,57809.0
148.225944,41443.0,57785.0
148.239476,41437.0,57781.0
148.252368,41430.0,57760.0
148.263384,41429.0,57755.0
148.276912,41436.0,57732.0
148.289808,41437.0,57742.0
148.30082,41438.0,57736.0
148.314572,41439.0,57757.0
148.325592,41435.0,57768.0
148.339116,41445.0,57802.0
148.35202,41468.0,57825.0
148.363028,41473.0,57837.0
148.376568,41463.0,57851.0
148.389456,41454.0,57866.0
148.400476,41474.0,57860.0
148.414016,41459.0,57881.0
148.4269,41471.0,57871.0
148.437916,41453.0,57891.0
148.451672,41481.0,57892.0
148.462688,41489.0,57903.0
148.47622,41494.0,57923.0
148.489116,41513.0,57942.0
148.500132,41497.0,57947.0
148.513664,41497.0,57957.0
148.52656,41499.0,57987.0
148.537572,41517.0,57995.0
148.551328,41522.0,58009.0
148.56234,41518.0,58023.0
148.575872,41540.0,58041.0
148.588768,41548.0,58073.0
148.599784,41540.0,58061.0
148.613328,41546.0,58088.0
148.626212,41532.0,58122.0
148.637232,41540.0,58127.0
148.650768,41582.0,58163.0
148.663656,41569.0,58169.0
148.674672,41583.0,58169.0
148.688416,41585.0,58214.0
148.699432,41582.0,58229.0
148.712968,41612.0,58278.0
148.725856,41624.0,58305.0
148.736868,41616.0,58318.0
148.750412,41631.0,58365.0
148.7633,41636.0,58402.0
148.77432,41657.0,58402.0
148.788064,41677.0,58463.0
148.79908,41672.0,58490.0
148.812612,41718.0,58570.0
148.825508,41712.0,58595.0
148.83652,41734.0,58614.0
148.85006,41746.0,58671.0
148.86294,41733.0,58677.0
148.873956,41745.0,58697.0
148.887492,41755.0,58741.0
148.900372,41750.0,58749.0
148.911388,41759.0,58738.0
148.924908,41760.0,58746.0
148.937792,41748.0,58773.0
148.948808,41760.0,58775.0
148.962548,41750.0,58800.0
148.973564,41769.0,58807.0
148.987088,41794.0,58847.0
148.999972,41787.0,58871.0
149.010988,41795.0,58897.0
149.024508,41811.0,58933.0
149.037396,41808.0,58953.0
149.048416,41799.0,58948.0
149.061932,41821.0,59005.0
149.074824,41830.0,59021.0
149.08584,41827.0,59030.0
149.099364,41839.0,59073.0
149.112256,41841.0,59061.0
149.123276,41845.0,59063.0
149.137016,41832.0,59060.0
149.148036,41836.0,59054.0
149.161556,41817.0,58980.0
149.174448,41797.0,58950.0
149.185464,41790.0,58937.0
149.198984,41766.0,58877.0
149.211876,41756.0,58831.0
149.222892,41751.0,58815.0
149.23642,41733.0,58768.0
149.24932,41731.0,58759.0
149.260336,41749.0,58769.0
149.274084,41748.0,58753.0
149.285104,41733.0,58746.0
149.298628,41744.0,58767.0
149.311528,41757.0,58783.0
149.322544,41756.0,58801.0
149.336092,41771.0,58811.0
149.348988,41802.0,58856.0
149.360004,41802.0,58863.0
149.373752,41803.0,58885.0
149.384768,41791.0,58900.0
149.398292,41802.0,58927.0
149.411196,41820.0,58944.0
149.422216,41817.0,58953.0
149.43574,41814.0,58961.0
149.448636,41808.0,58941.0
149.459652,41808.0,58938.0
149.473188,41762.0,58869.0
149.48608,41738.0,58846.0
149.497096,41749.0,58842.0
149.510844,41717.0,58770.0
149.52186,41715.0,58771.0
149.535384,41684.0,58688.0
149.54828,41665.0,58642.0
149.559304,41679.0,58637.0
149.572832,41624.0,58557.0
149.585724,41637.0,58526.0
149.59674,41621.0,58531.0
149.610272,41579.0,58431.0
149.623164,41558.0,58383.0
149.63418,41569.0,58382.0
149.647924,41543.0,58330.0
149.65894,41541.0,58318.0
149.672476,41514.0,58264.0
149.685368,41509.0,58258.0
149.696384,41510.0,58239.0
149.709932,41499.0,58224.0
149.722816,41489.0,58216.0
149.733832,41486.0,58221.0
149.747576,41489.0,58199.0
149.758592,41479.0,58222.0
149.772128,41498.0,58201.0
149.785024,41490.0,58210.0
149.79604,41482.0,58188.0
149.809576,41485.0,58214.0
149.822468,41464.0,58208.0
149.833476,41488.0,58238.0
149.847016,41508.0,58258.0
149.859904,41488.0,58258.0
149.87092,41505.0,58272.0
149.88466,41522.0,58317.0
149.89568,41514.0,58334.0
149.909212,41531.0,58358.0
149.922104,41539.0,58405.0
149.933116,41551.0,58418.0
149.94666,41577.0,58451.0
149.959544,41586.0,58504.0
149.970564,41600.0,58527.0
149.984092,41636.0,58612.0
149.996972,41642.0,58641.0
150.007988,41645.0,58649.0
150.021724,41662.0,58732.0
150.032736,41689.0,58721.0
150.046268,41674.0,58726.0
150.059152,41669.0,58721.0
150.070168,41660.0,58722.0
150.083704,41653.0,58692.0
150.096592,41642.0,58650.0
150.107608,41658.0,58646.0
150.121128,41640.0,58605.0
150.134016,41618.0,58588.0
150.145036,41622.0,58616.0
150.158768,41615.0,58574.0
150.169784,41635.0,58576.0
150.183308,41615.0,58570.0
150.196192,41627.0,58583.0
150.207204,41623.0,58570.0
150.220732,41620.0,58574.0
150.233624,41625.0,58587.0
150.24464,41623.0,58606.0
